GROUP,Image1,Image2,Image3,Image4,CorrectAnswer,Target,G_Target,Condition,Target AOI,Competitor AOI,NovelDistractor,ExistingDistrator,TargetOnset
4,EDblanket.bmp,ND_66.bmp,EDroad.bmp,EDpineapple.bmp,2,ND_nolcrid.wav,4_ND_nolcrid.wav,novelfiller,,,,,
5,EDblanket.bmp,ND_66.bmp,EDroad.bmp,EDpineapple.bmp,2,ND_nolcrid.wav,5_ND_nolcrid.wav,novelfiller,,,,,
6,EDblanket.bmp,ND_66.bmp,EDroad.bmp,EDpineapple.bmp,2,ND_nolcrid.wav,6_ND_nolcrid.wav,novelfiller,,,,,
7,EDblanket.bmp,ND_66.bmp,EDroad.bmp,EDpineapple.bmp,2,ND_nolcrid.wav,7_ND_nolcrid.wav,novelfiller,,,,,
8,EDblanket.bmp,ND_66.bmp,EDroad.bmp,EDpineapple.bmp,2,ND_nolcrid.wav,8_ND_nolcrid.wav,novelfiller,,,,,
1,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,1_ND_shoboe.wav,novelfiller,,,,,
2,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,2_ND_shoboe.wav,novelfiller,,,,,
3,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,3_ND_shoboe.wav,novelfiller,,,,,
4,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,4_ND_shoboe.wav,novelfiller,,,,,
5,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,5_ND_shoboe.wav,novelfiller,,,,,
6,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,6_ND_shoboe.wav,novelfiller,,,,,
7,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,7_ND_shoboe.wav,novelfiller,,,,,
8,ND_56.bmp,EDbat.bmp,EDcastle.bmp,EDfarmer.bmp,1,ND_shoboe.wav,8_ND_shoboe.wav,novelfiller,,,,,
1,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,1_ND_sloskonad.wav,novelfiller,,,,,
2,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,2_ND_sloskonad.wav,novelfiller,,,,,
3,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,3_ND_sloskonad.wav,novelfiller,,,,,
4,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,4_ND_sloskonad.wav,novelfiller,,,,,
5,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,5_ND_sloskonad.wav,novelfiller,,,,,
6,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,6_ND_sloskonad.wav,novelfiller,,,,,
7,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,7_ND_sloskonad.wav,novelfiller,,,,,
8,EDband.bmp,EDfire.bmp,ND_83.bmp,EDpie.bmp,3,ND_sloskonad.wav,8_ND_sloskonad.wav,novelfiller,,,,,
1,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,1_ND_snidfey.wav,novelfiller,,,,,
2,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,2_ND_snidfey.wav,novelfiller,,,,,
3,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,3_ND_snidfey.wav,novelfiller,,,,,
4,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,4_ND_snidfey.wav,novelfiller,,,,,
5,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,5_ND_snidfey.wav,novelfiller,,,,,
6,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,6_ND_snidfey.wav,novelfiller,,,,,
7,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,7_ND_snidfey.wav,novelfiller,,,,,
8,EDlemon.bmp,ND_52.bmp,EDhandle.bmp,EDplate.bmp,2,ND_snidfey.wav,8_ND_snidfey.wav,novelfiller,,,,,
1,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,1_ND_stansert.wav,novelfiller,,,,,
2,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,2_ND_stansert.wav,novelfiller,,,,,
3,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,3_ND_stansert.wav,novelfiller,,,,,
4,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,4_ND_stansert.wav,novelfiller,,,,,
5,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,5_ND_stansert.wav,novelfiller,,,,,
6,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,6_ND_stansert.wav,novelfiller,,,,,
7,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,7_ND_stansert.wav,novelfiller,,,,,
8,ND_68.bmp,EDharp.bmp,EDeyes.bmp,EDtophat.bmp,1,ND_stansert.wav,8_ND_stansert.wav,novelfiller,,,,,
1,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,1_ND_sunipog.wav,novelfiller,,,,,
2,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,2_ND_sunipog.wav,novelfiller,,,,,
3,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,3_ND_sunipog.wav,novelfiller,,,,,
4,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,4_ND_sunipog.wav,novelfiller,,,,,
5,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,5_ND_sunipog.wav,novelfiller,,,,,
6,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,6_ND_sunipog.wav,novelfiller,,,,,
7,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,7_ND_sunipog.wav,novelfiller,,,,,
8,ND_76.bmp,EDtree.bmp,EDclass.bmp,EDmirror.bmp,1,ND_sunipog.wav,8_ND_sunipog.wav,novelfiller,,,,,
1,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,1_ND_tastanza.wav,novelfiller,,,,,
2,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,2_ND_tastanza.wav,novelfiller,,,,,
3,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,3_ND_tastanza.wav,novelfiller,,,,,
4,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,4_ND_tastanza.wav,novelfiller,,,,,
5,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,5_ND_tastanza.wav,novelfiller,,,,,
6,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,6_ND_tastanza.wav,novelfiller,,,,,
7,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,7_ND_tastanza.wav,novelfiller,,,,,
8,EDpedal.bmp,EDbunny.bmp,EDchip.bmp,ND_77.bmp,4,ND_tastanza.wav,8_ND_tastanza.wav,novelfiller,,,,,
1,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,1_ND_tegwop.wav,novelfiller,,,,,
2,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,2_ND_tegwop.wav,novelfiller,,,,,
3,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,3_ND_tegwop.wav,novelfiller,,,,,
4,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,4_ND_tegwop.wav,novelfiller,,,,,
5,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,5_ND_tegwop.wav,novelfiller,,,,,
6,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,6_ND_tegwop.wav,novelfiller,,,,,
7,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,7_ND_tegwop.wav,novelfiller,,,,,
8,EDcat.bmp,EDflower.bmp,ND_62.bmp,EDneck.bmp,3,ND_tegwop.wav,8_ND_tegwop.wav,novelfiller,,,,,
1,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,1_ND_trolkey.wav,novelfiller,,,,,
2,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,2_ND_trolkey.wav,novelfiller,,,,,
3,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,3_ND_trolkey.wav,novelfiller,,,,,
4,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,4_ND_trolkey.wav,novelfiller,,,,,
5,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,5_ND_trolkey.wav,novelfiller,,,,,
6,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,6_ND_trolkey.wav,novelfiller,,,,,
7,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,7_ND_trolkey.wav,novelfiller,,,,,
8,EDbelt.bmp,EDdolly.bmp,EDeggs.bmp,ND_50.bmp,4,ND_trolkey.wav,8_ND_trolkey.wav,novelfiller,,,,,
1,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,1_ND_twamket.wav,novelfiller,,,,,
2,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,2_ND_twamket.wav,novelfiller,,,,,
3,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,3_ND_twamket.wav,novelfiller,,,,,
4,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,4_ND_twamket.wav,novelfiller,,,,,
5,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,5_ND_twamket.wav,novelfiller,,,,,
6,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,6_ND_twamket.wav,novelfiller,,,,,
7,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,7_ND_twamket.wav,novelfiller,,,,,
8,EDpipe.bmp,EDschool.bmp,ND_67.bmp,EDpop.bmp,3,ND_twamket.wav,8_ND_twamket.wav,novelfiller,,,,,
1,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,1_ND_voppum.wav,novelfiller,,,,,
2,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,2_ND_voppum.wav,novelfiller,,,,,
3,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,3_ND_voppum.wav,novelfiller,,,,,
4,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,4_ND_voppum.wav,novelfiller,,,,,
5,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,5_ND_voppum.wav,novelfiller,,,,,
6,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,6_ND_voppum.wav,novelfiller,,,,,
7,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,7_ND_voppum.wav,novelfiller,,,,,
8,EDboy.bmp,EDcap.bmp,ND_54.bmp,EDelephant.bmp,3,ND_voppum.wav,8_ND_voppum.wav,novelfiller,,,,,
3,ND_115.bmp,package.bmp,medal.bmp,EDbench.bmp,2,package.wav,3_package.wav,AbsentCohort,2,3,1,4,491
4,ND_115.bmp,package.bmp,packet.bmp,EDbench.bmp,2,package.wav,4_package.wav,DisplayedCohort,2,3,1,4,491
7,ND_115.bmp,package.bmp,medal.bmp,EDbench.bmp,2,package.wav,7_package.wav,AbsentCohort,2,3,1,4,491
8,ND_115.bmp,package.bmp,packet.bmp,EDbench.bmp,2,package.wav,8_package.wav,DisplayedCohort,2,3,1,4,491
1,ND_115.bmp,packet.bmp,metal.bmp,EDbench.bmp,2,packet.wav,1_packet.wav,AbsentCohort,2,3,1,4,444
2,ND_115.bmp,packet.bmp,package.bmp,EDbench.bmp,2,packet.wav,2_packet.wav,DisplayedCohort,2,3,1,4,444
5,ND_115.bmp,packet.bmp,metal.bmp,EDbench.bmp,2,packet.wav,5_packet.wav,AbsentCohort,2,3,1,4,444
6,ND_115.bmp,packet.bmp,package.bmp,EDbench.bmp,2,packet.wav,6_packet.wav,DisplayedCohort,2,3,1,4,444
1,ND_102.bmp,EDdragon.bmp,paddle.bmp,padlock.bmp,3,paddle.wav,1_paddle.wav,DisplayedCohort,3,4,1,2,449
2,ND_102.bmp,EDdragon.bmp,paddle.bmp,camel.bmp,3,paddle.wav,2_paddle.wav,AbsentCohort,3,4,1,2,449
5,ND_102.bmp,EDdragon.bmp,paddle.bmp,padlock.bmp,3,paddle.wav,5_paddle.wav,DisplayedCohort,3,4,1,2,449
6,ND_102.bmp,EDdragon.bmp,paddle.bmp,camel.bmp,3,paddle.wav,6_paddle.wav,AbsentCohort,3,4,1,2,449
3,ND_102.bmp,EDdragon.bmp,padlock.bmp,paddle.bmp,3,padlock.wav,3_padlock.wav,DisplayedCohort,3,4,1,2,441
4,ND_102.bmp,EDdragon.bmp,padlock.bmp,lolly.bmp,3,padlock.wav,4_padlock.wav,AbsentCohort,3,4,1,2,441
7,ND_102.bmp,EDdragon.bmp,padlock.bmp,paddle.bmp,3,padlock.wav,7_padlock.wav,DisplayedCohort,3,4,1,2,441
8,ND_102.bmp,EDdragon.bmp,padlock.bmp,lolly.bmp,3,padlock.wav,8_padlock.wav,AbsentCohort,3,4,1,2,441
1,EDleg.bmp,robin.bmp,pasta.bmp,ND_110.bmp,3,pasta.wav,1_pasta.wav,AbsentCohort,3,2,4,1,431
2,EDleg.bmp,pasty.bmp,pasta.bmp,ND_110.bmp,3,pasta.wav,2_pasta.wav,DisplayedCohort,3,2,4,1,431
5,EDleg.bmp,robin.bmp,pasta.bmp,ND_110.bmp,3,pasta.wav,5_pasta.wav,AbsentCohort,3,2,4,1,431
6,EDleg.bmp,pasty.bmp,pasta.bmp,ND_110.bmp,3,pasta.wav,6_pasta.wav,DisplayedCohort,3,2,4,1,431
3,EDleg.bmp,robber.bmp,pasty.bmp,ND_110.bmp,3,pasty.wav,3_pasty.wav,AbsentCohort,3,2,4,1,396
4,EDleg.bmp,pasta.bmp,pasty.bmp,ND_110.bmp,3,pasty.wav,4_pasty.wav,DisplayedCohort,3,2,4,1,396
7,EDleg.bmp,robber.bmp,pasty.bmp,ND_110.bmp,3,pasty.wav,7_pasty.wav,AbsentCohort,3,2,4,1,396
8,EDleg.bmp,pasta.bmp,pasty.bmp,ND_110.bmp,3,pasty.wav,8_pasty.wav,DisplayedCohort,3,2,4,1,396
1,ND_105.bmp,penny.bmp,EDhat.bmp,pencil.bmp,4,pencil.wav,1_pencil.wav,DisplayedCohort,4,2,1,3,395
2,ND_105.bmp,sandwich.bmp,EDhat.bmp,pencil.bmp,4,pencil.wav,2_pencil.wav,AbsentCohort,4,2,1,3,395
5,ND_105.bmp,penny.bmp,EDhat.bmp,pencil.bmp,4,pencil.wav,5_pencil.wav,DisplayedCohort,4,2,1,3,395
6,ND_105.bmp,sandwich.bmp,EDhat.bmp,pencil.bmp,4,pencil.wav,6_pencil.wav,AbsentCohort,4,2,1,3,395
3,ND_105.bmp,pencil.bmp,EDhat.bmp,penny.bmp,4,penny.wav,3_penny.wav,DisplayedCohort,4,2,1,3,369
4,ND_105.bmp,sandal.bmp,EDhat.bmp,penny.bmp,4,penny.wav,4_penny.wav,AbsentCohort,4,2,1,3,369
7,ND_105.bmp,pencil.bmp,EDhat.bmp,penny.bmp,4,penny.wav,7_penny.wav,DisplayedCohort,4,2,1,3,369
8,ND_105.bmp,sandal.bmp,EDhat.bmp,penny.bmp,4,penny.wav,8_penny.wav,AbsentCohort,4,2,1,3,369
1,ND_119.bmp,robber.bmp,EDvase.bmp,carton.bmp,2,robber.wav,1_robber.wav,AbsentCohort,2,4,1,3,388
2,ND_119.bmp,robber.bmp,EDvase.bmp,robin.bmp,2,robber.wav,2_robber.wav,DisplayedCohort,2,4,1,3,388
5,ND_119.bmp,robber.bmp,EDvase.bmp,carton.bmp,2,robber.wav,5_robber.wav,AbsentCohort,2,4,1,3,388
6,ND_119.bmp,robber.bmp,EDvase.bmp,robin.bmp,2,robber.wav,6_robber.wav,DisplayedCohort,2,4,1,3,388
3,ND_119.bmp,robin.bmp,EDvase.bmp,cartoon.bmp,2,robin.wav,3_robin.wav,AbsentCohort,2,4,1,3,387
4,ND_119.bmp,robin.bmp,EDvase.bmp,robber.bmp,2,robin.wav,4_robin.wav,DisplayedCohort,2,4,1,3,387
7,ND_119.bmp,robin.bmp,EDvase.bmp,cartoon.bmp,2,robin.wav,7_robin.wav,AbsentCohort,2,4,1,3,387
8,ND_119.bmp,robin.bmp,EDvase.bmp,robber.bmp,2,robin.wav,8_robin.wav,DisplayedCohort,2,4,1,3,387
1,EDcan.bmp,sandal.bmp,sandwich.bmp,ND_103.bmp,2,sandal.wav,1_sandal.wav,DisplayedCohort,2,3,4,1,405
2,EDcan.bmp,sandal.bmp,monkey.bmp,ND_103.bmp,2,sandal.wav,2_sandal.wav,AbsentCohort,2,3,4,1,405
5,EDcan.bmp,sandal.bmp,sandwich.bmp,ND_103.bmp,2,sandal.wav,5_sandal.wav,DisplayedCohort,2,3,4,1,405
6,EDcan.bmp,sandal.bmp,monkey.bmp,ND_103.bmp,2,sandal.wav,6_sandal.wav,AbsentCohort,2,3,4,1,405
3,EDcan.bmp,sandwich.bmp,sandal.bmp,ND_103.bmp,2,sandwich.wav,3_sandwich.wav,DisplayedCohort,2,3,4,1,412
4,EDcan.bmp,sandwich.bmp,camper.bmp,ND_103.bmp,2,sandwich.wav,4_sandwich.wav,AbsentCohort,2,3,4,1,412
7,EDcan.bmp,sandwich.bmp,sandal.bmp,ND_103.bmp,2,sandwich.wav,7_sandwich.wav,DisplayedCohort,2,3,4,1,412
8,EDcaptain.bmp,sandwich.bmp,camper.bmp,ND_103.bmp,2,sandwich.wav,8_sandwich.wav,AbsentCohort,2,3,4,1,412
2,BWalien.bmp,NWaliet.bmp,ND_2.bmp,EDpoliceman.bmp,1,Talien.wav,2_Talien.wav,ConsolidatedDisplayed,1,2,3,4,489
3,NWtattefe.bmp,EDgirl.bmp,ND_28.bmp,BWalien.bmp,4,Talien.wav,3_Talien.wav,Untrained,4,1,3,2,489
4,BWalien.bmp,NWvolcagi.bmp,ND_3.bmp,EDjacket.bmp,1,Talien.wav,4_Talien.wav,Untrained,1,2,3,4,489
6,BWalien.bmp,NWaliet.bmp,EDpiano.bmp,ND_30.bmp,1,Talien.wav,6_Talien.wav,UnconsolidatedDisplayed,1,2,4,3,489
8,BWalien.bmp,NWaliet.bmp,EDpiano.bmp,ND_30.bmp,1,Talien.wav,8_Talien.wav,UnconsolidatedDisplayed,1,2,4,3,489
1,BWangel.bmp,NWangesh.bmp,EDpot.bmp,ND_25.bmp,1,Tangel.wav,1_Tangel.wav,UnconsolidatedDisplayed,1,2,4,3,498
3,BWangel.bmp,NWangesh.bmp,ND_1.bmp,EDscissors.bmp,1,Tangel.wav,3_Tangel.wav,ConsolidatedDisplayed,1,2,3,4,498
5,BWangel.bmp,NWwalnog.bmp,ND_2.bmp,EDmountain.bmp,1,Tangel.wav,5_Tangel.wav,Untrained,1,2,3,4,498
6,BWangel.bmp,NWvolcagi.bmp,EDhorn.bmp,ND_27.bmp,1,Tangel.wav,6_Tangel.wav,Untrained,1,2,4,3,498
7,BWangel.bmp,NWwalnog.bmp,ND_2.bmp,EDmountain.bmp,1,Tangel.wav,7_Tangel.wav,Untrained,1,2,3,4,498
8,BWangel.bmp,NWvolcagi.bmp,EDhorn.bmp,ND_27.bmp,1,Tangel.wav,8_Tangel.wav,Untrained,1,2,4,3,498
1,BWapricot.bmp,NWapricam.bmp,ND_1.bmp,EDscissors.bmp,1,Tapricot.wav,1_Tapricot.wav,ConsolidatedDisplayed,1,2,3,4,498
3,BWapricot.bmp,NWyogem.bmp,ND_2.bmp,EDmountain.bmp,1,Tapricot.wav,3_Tapricot.wav,Untrained,1,2,3,4,498
4,BWapricot.bmp,NWtrombal.bmp,EDhorn.bmp,ND_27.bmp,1,Tapricot.wav,4_Tapricot.wav,Untrained,1,2,4,3,498
5,BWapricot.bmp,NWapricam.bmp,EDpot.bmp,ND_25.bmp,1,Tapricot.wav,5_Tapricot.wav,UnconsolidatedDisplayed,1,2,4,3,498
7,BWapricot.bmp,NWapricam.bmp,EDpot.bmp,ND_25.bmp,1,Tapricot.wav,7_Tapricot.wav,UnconsolidatedDisplayed,1,2,4,3,498
1,BWathlete.bmp,NWwalrick.bmp,ND_2.bmp,EDmountain.bmp,1,Tathlete.wav,1_Tathlete.wav,Untrained,1,2,3,4,541
2,BWathlete.bmp,NWtissove.bmp,EDhorn.bmp,ND_27.bmp,1,Tathlete.wav,2_Tathlete.wav,Untrained,1,2,4,3,541
3,BWathlete.bmp,NWathlove.bmp,EDpot.bmp,ND_25.bmp,1,Tathlete.wav,3_Tathlete.wav,UnconsolidatedDisplayed,1,2,4,3,541
5,BWathlete.bmp,NWathlove.bmp,ND_1.bmp,EDscissors.bmp,1,Tathlete.wav,5_Tathlete.wav,ConsolidatedDisplayed,1,2,3,4,541
7,BWathlete.bmp,NWathlove.bmp,ND_1.bmp,EDscissors.bmp,1,Tathlete.wav,7_Tathlete.wav,ConsolidatedDisplayed,1,2,3,4,541
1,NWbaboop.bmp,ND_3.bmp,EDsaddle.bmp,BWbaboon.bmp,4,Tbaboon.wav,1_Tbaboon.wav,ConsolidatedDisplayed,4,1,2,3,535
3,NWtulode.bmp,ND_4.bmp,EDcorn.bmp,BWbaboon.bmp,4,Tbaboon.wav,3_Tbaboon.wav,Untrained,4,1,2,3,535
4,NWtargil.bmp,EDfly.bmp,ND_29.bmp,BWbaboon.bmp,4,Tbaboon.wav,4_Tbaboon.wav,Untrained,4,1,3,2,535
5,NWbaboop.bmp,EDnewspaper.bmp,ND_27.bmp,BWbaboon.bmp,4,Tbaboon.wav,5_Tbaboon.wav,UnconsolidatedDisplayed,4,1,3,2,535
7,NWbaboop.bmp,EDnewspaper.bmp,ND_27.bmp,BWbaboon.bmp,4,Tbaboon.wav,7_Tbaboon.wav,UnconsolidatedDisplayed,4,1,3,2,535
2,BWbadminton.bmp,NWbadminteef.bmp,EDpiano.bmp,ND_26.bmp,1,Tbadminton.wav,2_Tbadminton.wav,UnconsolidatedDisplayed,1,2,4,3,426
4,BWbadminton.bmp,NWbadminteef.bmp,ND_2.bmp,EDpoliceman.bmp,1,Tbadminton.wav,4_Tbadminton.wav,ConsolidatedDisplayed,1,2,3,4,426
5,NWtulode.bmp,EDgirl.bmp,ND_28.bmp,BWbadminton.bmp,4,Tbadminton.wav,5_Tbadminton.wav,Untrained,4,1,3,2,426
6,BWbadminton.bmp,NWtissove.bmp,ND_3.bmp,EDjacket.bmp,1,Tbadminton.wav,6_Tbadminton.wav,Untrained,1,2,3,4,426
7,NWtulode.bmp,EDgirl.bmp,ND_28.bmp,BWbadminton.bmp,4,Tbadminton.wav,7_Tbadminton.wav,Untrained,4,1,3,2,426
8,BWbadminton.bmp,NWtissove.bmp,ND_3.bmp,EDjacket.bmp,1,Tbadminton.wav,8_Tbadminton.wav,Untrained,1,2,3,4,426
1,NWsquirrome.bmp,EDgirl.bmp,ND_28.bmp,BWbalcony.bmp,4,Tbalcony.wav,1_Tbalcony.wav,Untrained,4,1,3,2,483
2,BWbalcony.bmp,NWtrombal.bmp,ND_3.bmp,EDjacket.bmp,1,Tbalcony.wav,2_Tbalcony.wav,Untrained,1,2,3,4,483
4,BWbalcony.bmp,NWbalcozo.bmp,EDpiano.bmp,ND_26.bmp,1,Tbalcony.wav,4_Tbalcony.wav,UnconsolidatedDisplayed,1,2,4,3,483
6,BWbalcony.bmp,NWbalcozo.bmp,ND_2.bmp,EDpoliceman.bmp,1,Tbalcony.wav,6_Tbalcony.wav,ConsolidatedDisplayed,1,2,3,4,483
8,BWbalcony.bmp,NWbalcozo.bmp,ND_2.bmp,EDpoliceman.bmp,1,Tbalcony.wav,8_Tbalcony.wav,ConsolidatedDisplayed,1,2,3,4,483
2,NWbikinar.bmp,ND_4.bmp,EDpen.bmp,BWbikini.bmp,4,Tbikini.wav,2_Tbikini.wav,ConsolidatedDisplayed,4,1,2,3,518
3,EDcash.bmp,ND_30.bmp,BWbikini.bmp,NWsomersaumf.bmp,3,Tbikini.wav,3_Tbikini.wav,Untrained,3,4,2,1,518
4,NWtornadus.bmp,ND_5.bmp,EDgirl.bmp,BWbikini.bmp,4,Tbikini.wav,4_Tbikini.wav,Untrained,4,1,2,3,518
6,NWbikinar.bmp,EDmitten.bmp,ND_28.bmp,BWbikini.bmp,4,Tbikini.wav,6_Tbikini.wav,UnconsolidatedDisplayed,4,1,3,2,518
8,NWbikinar.bmp,EDmitten.bmp,ND_28.bmp,BWbikini.bmp,4,Tbikini.wav,8_Tbikini.wav,UnconsolidatedDisplayed,4,1,3,2,518
1,NWbiscal.bmp,EDnewspaper.bmp,ND_39.bmp,BWbiscuit.bmp,4,Tbiscuit.wav,1_Tbiscuit.wav,UnconsolidatedDisplayed,4,1,3,2,451
3,NWbiscal.bmp,ND_3.bmp,EDsaddle.bmp,BWbiscuit.bmp,4,Tbiscuit.wav,3_Tbiscuit.wav,ConsolidatedDisplayed,4,1,2,3,451
5,NWsquirrome.bmp,ND_4.bmp,EDcorn.bmp,BWbiscuit.bmp,4,Tbiscuit.wav,5_Tbiscuit.wav,Untrained,4,1,2,3,451
6,NWtornadus.bmp,EDfly.bmp,ND_29.bmp,BWbiscuit.bmp,4,Tbiscuit.wav,6_Tbiscuit.wav,Untrained,4,1,3,2,451
7,NWsquirrome.bmp,ND_4.bmp,EDcorn.bmp,BWbiscuit.bmp,4,Tbiscuit.wav,7_Tbiscuit.wav,Untrained,4,1,2,3,451
